,title,countries_distinct_count,institutions_distinct_count,cited_by_count,publication_year,id,num_authors,total_author_domain_count,mean_author_domain_count,max_author_domain_count,total_author_field_count,mean_author_field_count,max_author_field_count,total_author_subfield_count,mean_author_subfield_count,max_author_subfield_count
61,Mesh Scaling for Affordable Solution Verification,1,1,4,2016,https://openalex.org/W2557068301,5,4,2.2,4,10,3.8,7,32,8.6,18
62,DP-FEC: Dynamic Probing FEC for High-Performance Real-Time Interactive Video Streaming,1,1,0,2012,https://openalex.org/W2090199830,3,3,2.0,2,8,4.333333333333333,6,19,9.333333333333334,12
63,Why We Simulate Negated Information: A Dynamic Pragmatic Account,1,2,196,2010,https://openalex.org/W2083797015,3,4,3.6666666666666665,4,12,8.666666666666666,9,32,15.666666666666666,16
64,A New Algorithm of Image Encryption Based on 3D Arnold Cat,1,1,9,2011,https://openalex.org/W2070798217,2,3,2.0,3,5,3.5,4,13,7.5,11
65,Head pose estimation in the wild using Convolutional Neural Networks and adaptive gradient methods,1,1,186,2017,https://openalex.org/W2621061298,2,4,3.0,3,9,6.0,6,19,12.5,13
66,Boosting the secret key rate in a shared quantum and classical fibre communication system,2,4,49,2019,https://openalex.org/W2989115676,17,4,2.1176470588235294,4,17,5.294117647058823,10,59,10.117647058823529,17
67,Trinetra � The Security Robot,1,0,0,2019,https://openalex.org/W2972714769,1,3,3.0,3,7,7.0,7,11,11.0,11
68,Dialog speech acts and prosody: considerations for TTS,0,0,5,2008,https://openalex.org/W4390926710,2,4,4.0,4,14,8.5,10,25,14.5,19
69,A generative physical model approach for enhancing the stroke palette for robotic drummers,1,1,21,2016,https://openalex.org/W2520246426,2,4,4.0,4,10,8.0,10,24,15.0,19
70,On-item fixations during serial encoding do not affect spatial working memory,1,1,5,2019,https://openalex.org/W2955260674,3,3,2.6666666666666665,3,6,4.0,5,13,6.0,10
71,"The Dunkl–Williams constant, convexity, smoothness and normal structure",1,3,17,2008,https://openalex.org/W2060416678,3,4,2.0,3,8,4.0,7,12,6.666666666666667,11
72,Discrete Wavelet Transform on static hand gesture recognition,1,1,13,2019,https://openalex.org/W2989135917,3,4,3.0,4,12,5.333333333333333,10,26,11.666666666666666,17
73,Authorship verification of opinion pieces in Estonian,1,1,3,2014,https://openalex.org/W2007116775,1,2,2.0,2,2,2.0,2,2,2.0,2
74,An Efficient 2-D DOA Estimation for a Cylindrical Conformal Array with Unknown Mutual Coupling,1,1,2,2018,https://openalex.org/W2895729402,2,4,2.5,4,10,5.5,10,22,11.5,22
75,Transparent predictive modelling of the twin screw granulation process using a compensated interval type-2 fuzzy system,1,2,11,2018,https://openalex.org/W2777876529,6,4,2.6666666666666665,3,14,5.5,9,34,11.166666666666666,18
76,"Coupled Solid-Liquid Analysis for Viscoplastic Body with Moving Boundary Caused by Melting/Solidification. (1st Report, Modeling and Fundamental/Finite Element Equations).",0,0,1,1996,https://openalex.org/W593544826,2,1,1.0,1,4,3.0,4,11,6.5,11
77,Weathering Server System Operations,1,2,0,2013,https://openalex.org/W4252856282,1,1,1.0,1,1,1.0,1,1,1.0,1
78,A Comparative Study on the Pre-Service Teacher Education System and its Evaluation Certification : focusing on the evaluation of the Graduate School of Education in Korea and Japan,0,0,0,2015,https://openalex.org/W2575020256,1,3,3.0,3,5,5.0,5,7,7.0,7
79,Evaluation of Block-Based and Text-Based Coding,0,0,0,2020,https://openalex.org/W3115320365,1,2,2.0,2,2,2.0,2,4,4.0,4
80,Managing a Heterogeneous Cluster,1,1,4,2019,https://openalex.org/W2965032732,4,4,2.0,3,9,3.25,7,17,5.75,13
81,Using Graphic History in Browsing the World Wide Web,1,1,90,1995,https://openalex.org/W1585809172,2,2,1.5,2,6,3.5,6,14,7.5,14
82,Improving bag-of-features action recognition with non-local cues,0,0,87,2010,https://openalex.org/W2128305246,3,4,2.3333333333333335,3,6,3.3333333333333335,4,14,6.666666666666667,9
83,Physicalizations of Big Data in Ethnographic Context,0,0,7,2018,https://openalex.org/W2912276908,3,2,2.0,2,8,5.0,6,21,9.0,17
84,BlogNewsRank: Finding and Ranking Frequent News Topics Using Social Media Factors,1,1,1,2018,https://openalex.org/W2808923706,2,4,2.5,4,10,5.5,10,18,9.5,18
85,A Real-Time Signal Processing Technique for Approximating a Function by a Sum of Complex Exponentials Utilizing the Matrix-Pencil Approach,2,4,18,1994,https://openalex.org/W2053091924,4,1,1.0,1,5,3.75,4,22,11.25,15
86,Geographic smoothing of solar PV: results from Gujarat,1,1,36,2015,https://openalex.org/W2205961124,2,3,2.5,3,12,9.5,10,29,18.0,19
87,Personal customizing exercise with a wearable measurement and control unit,1,1,9,2005,https://openalex.org/W2118262187,3,4,3.0,4,14,7.0,8,41,16.666666666666668,18
88,Global Curricular Legacies and Challenges for The Twenty-First Century,1,1,2,2014,https://openalex.org/W2551445378,1,2,2.0,2,4,4.0,4,12,12.0,12
89,On the structure of compact subsets of C<sub>p</sub>,2,3,4,2006,https://openalex.org/W2058970866,3,3,2.0,3,9,4.666666666666667,8,22,10.0,12
90,Distributed Quantum Sensing Using Continuous-Variable Multipartite Entanglement,1,1,1,2018,https://openalex.org/W2964325591,3,4,2.3333333333333335,3,8,5.0,6,24,12.666666666666666,15
91,FAST ALGORITHM FOR MINING ASSOCIATION RULE,1,1,21,2006,https://openalex.org/W1505261457,2,2,1.5,2,2,1.5,2,2,1.5,2
92,A Novel FPGA Design with Hybrid LUT / MUX Architecture,0,0,1,2016,https://openalex.org/W3110740887,2,4,2.5,4,9,5.5,9,19,11.5,18
93,Proof-tree transformation theorems and their applications,1,3,54,1989,https://openalex.org/W2059894732,4,3,2.25,3,6,3.75,5,16,9.5,12
94,Automated vector selection of SIVQ and parallel computing integration MATLABTM: Innovations supporting large-scale and high-throughput image analysis studies,1,3,10,2011,https://openalex.org/W1983611163,6,4,3.1666666666666665,4,10,4.833333333333333,6,43,15.5,17
95,On the Direction of Primary English Teaching Focused on Fostering English Language Learners' Creativity for Pre-service Elementary Teachers,0,0,1,2017,https://openalex.org/W2791026280,1,3,3.0,3,7,7.0,7,15,15.0,15
96,Risk Factors And Security Issues In Various Cloud Storage Operations,0,0,1,2019,https://openalex.org/W4234357971,0,0,0.0,0,0,0.0,0,0,0.0,0
97,Artistic experience as a integrated way to achieve the truth,1,1,0,2006,https://openalex.org/W4300882295,1,1,1.0,1,1,1.0,1,1,1.0,1
98,A SYSTEMATIC REVIEW ON THE STRATEGIES AND TECHNIQUES FOR DECREASING PRESCRIBING ERRORS,1,1,0,2018,https://openalex.org/W2899952509,1,1,1.0,1,1,1.0,1,1,1.0,1
99,Oscillatory mechanisms related to (pre-)reflective decision-making,0,0,0,2015,https://openalex.org/W2318322483,2,2,1.5,2,2,1.5,2,2,1.5,2
0,An Optimization Procedure for Dropping Information Deduplication in Crossbreed Cloud Technique,0,0,0,2018,https://openalex.org/W2903003184,4,4,2.5,3,15,6.25,8,33,11.25,15
1,Coloring of Cervical Cancer’s Ct Images to Localize Cervical Cancer,1,1,1,2015,https://openalex.org/W2140533374,3,4,3.6666666666666665,4,11,8.0,9,23,11.333333333333334,13
2,Molecular Docking Studies of Arbutin Derivatives as Tyrosinase Inhibitors,1,1,4,2019,https://openalex.org/W2949664343,2,3,3.0,3,7,6.0,7,19,12.0,16
3,Perception of Hearing Aid Users with Nonlinear Frequency Compression on Speech Recognition in Noisy Environment,1,1,0,2014,https://openalex.org/W2618203333,4,4,4.0,4,12,7.75,10,33,14.25,19
4,On the Reform of Educational System from the Influence of Perceived Self-efficacy on Learning Motivation,1,1,0,2017,https://openalex.org/W2735687623,1,4,4.0,4,12,12.0,12,18,18.0,18
5,"Life sciences in the European research council ‐ the Scientist""s opinion",0,0,0,2003,https://openalex.org/W2002139794,1,4,4.0,4,4,4.0,4,11,11.0,11
6,Methodological Challenges and Advances in Managerial and Organizational Cognition,0,0,3,2018,https://openalex.org/W4250232074,5,4,3.0,4,12,7.2,10,34,14.6,19
7,Un nuevo camino hacia las humanidades digitales: el Laboratorio de Innovación en Humanidades Digitales de la UNED (LINHD) = A new way towards digital humanities: the Digital Humanities Innovation Lab at UNED (LINHD),3,3,4,2016,https://openalex.org/W2369050227,1,2,2.0,2,5,5.0,5,17,17.0,17
8,Analysis of Cyberattack Patterns by User Behavior Analytics,1,1,5,2018,https://openalex.org/W3130600302,2,3,2.0,3,5,3.0,5,7,4.5,7
9,Special Issue on wireless sensor systems for space and extreme environments (WSSSEE),0,0,0,2014,https://openalex.org/W4240777734,0,0,0.0,0,0,0.0,0,0,0.0,0
10,Similar Face Recognition Using the IE-CNN Model,2,2,11,2020,https://openalex.org/W3010592737,5,4,3.2,4,13,5.2,9,29,10.2,20
11,Fuzzy Logic Based Dryer Controller,1,0,1,2020,https://openalex.org/W3020771328,2,1,1.0,1,2,1.5,2,2,1.5,2
12,A Synthesis Model With Intuitive Control Capabilities for Rolling Sounds,1,3,11,2014,https://openalex.org/W2059857649,5,4,3.2,4,11,6.4,10,24,11.0,16
13,"Digital Enhancement of Indian Manuscript, Yashodhar Charitra",1,1,0,2014,https://openalex.org/W2317691680,4,3,1.5,3,3,1.5,3,8,2.75,8
14,Curriculum Learning for Natural Answer Generation,1,3,49,2018,https://openalex.org/W2808064329,4,4,2.75,3,15,7.0,10,42,14.25,17
15,Homogenization of Lateral Diffusion on a Random Surface,1,1,1,2015,https://openalex.org/W2191194359,1,3,3.0,3,7,7.0,7,14,14.0,14
16,"Modality, Probability, and Rationality",0,0,0,1994,https://openalex.org/W2312824588,1,2,2.0,2,7,7.0,7,15,15.0,15
17,Intermediate-Level Knowledge in Child-Computer Interaction,1,2,23,2017,https://openalex.org/W2646952043,4,4,3.5,4,14,7.75,10,40,15.5,19
18,ACE library of JENDL-4.0/HE,1,1,7,2019,https://openalex.org/W2921102222,5,4,2.0,3,11,6.0,8,28,11.0,17
19,Learning Vector Quantization with Local Mean Based to Determine K Value in the K-Nearest Neighbor Method,1,1,0,2020,https://openalex.org/W3003543411,3,4,3.0,4,13,6.0,8,30,12.666666666666666,19
20,A study on Fresher's Orientation Program（6）,1,1,0,2012,https://openalex.org/W3115126671,4,4,3.5,4,11,6.0,8,24,9.75,18
21,A Pseudo-Immersive Virtual Environment - a Shell for Research,1,1,2,1996,https://openalex.org/W2751995575,3,4,4.0,4,19,11.0,13,44,19.666666666666668,21
22,Rational Polynomial Windows as an Alternative for Kaiser Window,1,1,2,2012,https://openalex.org/W2048058976,1,1,1.0,1,5,5.0,5,14,14.0,14
23,AN INTELLIGENT DECISION SUPPORT SYSTEM FOR SUPPLIER SELECTION,0,0,1,2008,https://openalex.org/W51898440,3,3,2.3333333333333335,3,8,4.666666666666667,7,19,8.333333333333334,13
24,Connectionist Theory Refinement: Genetically Searching the Space of Network Topologies,1,2,57,1997,https://openalex.org/W1551385022,2,4,3.5,4,11,6.5,8,19,10.0,13
25,Fast implementation of a general L/M rate changer by a filter bank structure,1,1,0,2002,https://openalex.org/W2095679554,2,3,2.0,3,8,6.0,8,20,13.0,14
26,An energy balanced QoS based cluster head selection strategy for WSN,1,2,84,2014,https://openalex.org/W2041679875,3,4,2.6666666666666665,4,10,5.333333333333333,9,22,10.666666666666666,16
27,A Survey on Use of Opac by the Research Scholars in the Libraries of Engineering Colleges of Karnataka,1,1,0,2009,https://openalex.org/W2489270757,2,4,3.5,4,16,11.0,12,28,16.5,19
28,COT: Contextual Operating Tensor for Context-Aware Recommender Systems,1,1,28,2015,https://openalex.org/W980913505,3,4,3.0,3,19,10.0,11,41,17.0,20
29,An Inverse Linearization Model for the Characterization of Non-Contact Thermopiles,1,2,0,2016,https://openalex.org/W2789247208,3,4,2.6666666666666665,4,12,5.333333333333333,9,22,8.0,15
30,ISSUES OF FORMATION OF METHODOLOGICAL COMPETENCE OF FUTURE TEACHERS OF NATURAL SCIENCE CYCLE IN THE PROCESS OF PROFESSIONAL TRAINING,0,0,0,2010,https://openalex.org/W4298177932,1,1,1.0,1,1,1.0,1,1,1.0,1
31,Mobile Edge Cache Strategy Based on Neural Collaborative Filtering,1,1,32,2020,https://openalex.org/W2999276508,4,4,2.25,3,13,6.25,9,38,12.25,17
32,Fault tolerant matrix operations for networks of workstations using multiple checkpointing,1,5,7,2002,https://openalex.org/W2139720331,3,4,3.0,4,14,6.666666666666667,9,37,16.0,22
33,Human-computer interfaces applied to numerical solution of the Plateau problem,1,2,1,2015,https://openalex.org/W2536577089,3,4,3.0,4,11,5.666666666666667,8,26,10.666666666666666,16
34,IMS at the CoNLL 2017 UD Shared Task: CRFs and Perceptrons Meet Neural Networks,1,1,24,2017,https://openalex.org/W2740838408,4,4,2.75,4,12,4.75,7,32,9.75,17
35,Extended Property Paths: Writing More SPARQL Queries in a Succinct Way,2,2,19,2015,https://openalex.org/W859245369,3,3,3.0,3,8,6.666666666666667,8,20,12.666666666666666,14
36,Expressing and Verifying Business Contracts with Abductive Logic Programming,1,2,19,2008,https://openalex.org/W2070320746,7,4,3.5714285714285716,4,15,7.428571428571429,10,47,15.0,17
37,Experiences in Data-Parallel Programming,1,2,2,1997,https://openalex.org/W2031804500,3,4,3.3333333333333335,4,12,6.333333333333333,9,36,16.0,19
38,A Photometric Stereo Using Re-Projected Images for Active Stereo Vision System,1,1,6,2017,https://openalex.org/W2761478959,5,3,1.8,3,7,3.0,5,22,6.6,17
39,Modeling Local Contexts for Joint Dialogue Act Recognition and Sentiment Classification with Bi-channel Dynamic Convolutions,1,1,9,2020,https://openalex.org/W3117904889,3,4,3.0,4,14,8.0,9,32,15.333333333333334,20
40,Implementing CMMI using a Combination of Agile Methods,2,2,28,2006,https://openalex.org/W2182705440,2,3,2.5,3,9,6.5,7,23,15.0,16
41,An Interactive Procedure to Preserve the Desired Edges during the Image Processing of Noise Reduction,1,2,4,2010,https://openalex.org/W1991879575,3,3,2.0,3,12,6.666666666666667,10,29,12.333333333333334,17
42,"When the ""Fourth Power"" Constitutes the Fourth Power: Proposals",1,1,5,2014,https://openalex.org/W1625166686,1,1,1.0,1,1,1.0,1,1,1.0,1
43,Evaluating Aspect- and Object-Oriented Concepts to Model Distributed Embedded Real-Time Systems Using RT-UML,4,4,5,2008,https://openalex.org/W2039062011,5,3,2.2,3,8,4.0,5,28,12.8,17
44,Functional fun,1,1,3,1990,https://openalex.org/W2296012704,2,4,3.0,3,12,9.0,11,33,18.0,22
45,The Perception of ‘Poverty’ in Modern History Books: Focusing on Writings about the Pre-modern Period,0,0,0,2018,https://openalex.org/W2790271100,1,1,1.0,1,1,1.0,1,1,1.0,1
46,Innovation Drivers and Outputs for Software Firms: Literature Review and Concept Development,2,2,11,2016,https://openalex.org/W2333939433,2,3,2.5,3,10,7.0,9,22,13.5,18
47,Data-access practices strengthened,0,0,7,2014,https://openalex.org/W4236695028,0,0,0.0,0,0,0.0,0,0,0.0,0
48,INFORMATION SYSTEMS IN AVIATION AND ROCKETRY,0,0,0,2017,https://openalex.org/W4256267021,2,1,1.0,1,3,2.0,3,4,2.5,4
49,The development and effects of an early childhood science education program based on maker education,0,0,1,2018,https://openalex.org/W2792844979,2,1,1.0,1,1,1.0,1,3,3.0,3
50,On the Multiuser Diversity of Relay-Aided Downlink Systems Using Reduced Feedback,1,2,0,2014,https://openalex.org/W2161820669,2,3,2.0,3,6,3.5,6,13,7.0,13
51,A study of an operator arising in the theory of circular plates,0,0,0,1988,https://openalex.org/W2267759832,1,1,1.0,1,4,4.0,4,7,7.0,7
52,Improving the Physical Security of Microchips against Side-Channel Attacks,1,1,0,2019,https://openalex.org/W2953696563,2,3,2.0,3,6,4.0,6,17,10.0,17
53,Perturbation results for comparison of Markov models,0,0,1,2013,https://openalex.org/W2158716290,1,2,2.0,2,6,6.0,6,11,11.0,11
54,Face Recognition With Pre-Moment Processing,1,1,0,2014,https://openalex.org/W4238509839,1,1,1.0,1,1,1.0,1,1,1.0,1
55,PROBLEMS OF THE APPLICATION OF VIDEO ANALYTICS IN SURVEILLANCE SYSTEMS,0,0,0,2016,https://openalex.org/W2737987241,2,3,2.5,3,7,5.0,7,13,8.0,13
56,Robust and Efficient Harmonics Denoising in Large Dataset Based on Random SVD and Soft Thresholding,1,1,11,2019,https://openalex.org/W2949793350,2,4,2.5,4,10,6.0,10,21,11.5,19
57,A Path Planning Method Based on Multi- Objective Cauchy Mutation Cat Swarm Optimization Algorithm for Navigation System of Intelligent Patrol Car,1,2,18,2020,https://openalex.org/W3049476973,5,4,2.2,3,14,6.0,8,37,11.4,15
58,Desain dan Implementasi Service Oriented Architecture Pada Sistem Informasi Geografis Pemerintah Kabupaten Lombok Barat,1,1,0,2018,https://openalex.org/W2883587215,3,4,3.0,3,11,6.666666666666667,7,30,13.666666666666666,18
59,Implementation of Evolution Strategies (ES) Algorithm to Optimization Lovebird Feed Composition,1,1,0,2017,https://openalex.org/W2620774593,3,4,3.6666666666666665,4,11,7.666666666666667,10,23,12.333333333333334,16
60,2607 Estimation of zero-stress state in arterial modeling,3,3,0,2013,https://openalex.org/W2689929010,4,4,2.5,3,11,5.75,8,33,13.0,15
61,ALGORITHM OF PROFESSIONAL SOCIALISATION OF MASTER-DEGREE STUDENTS MAJORING IN SOCIAL STUDIES AND HUMANITIES,0,0,1,2016,https://openalex.org/W2647242834,1,1,1.0,1,1,1.0,1,1,1.0,1
62,The Application Of 4/3/2 Technique To Enhance Speaking Fluency Of EFL Students In Indonesia,1,1,4,2018,https://openalex.org/W2896665637,1,3,3.0,3,6,6.0,6,10,10.0,10
63,The optimal placement of information resources on the nodes of a distributed information processing system based on a two-tier and three-tier client-server architecture,1,1,0,2019,https://openalex.org/W2923380737,4,1,1.0,1,2,1.5,2,2,1.5,2
64,Quality Prediction in Industrial Processes: Application of a Neuro-Fuzzy System,1,1,0,2000,https://openalex.org/W2617942466,3,1,1.0,1,1,1.0,1,1,1.0,1
65,Development of Measurement Error Model for Stereo Measurement System by Considering Camera Vibration,2,2,0,2011,https://openalex.org/W2070290281,6,4,2.6666666666666665,4,11,5.166666666666667,8,26,11.5,16
66,An Attempt to Assess the Quantitative Impact of Institutions on Economic Growth and Economic Development,0,0,2,2014,https://openalex.org/W2019158530,1,2,2.0,2,6,6.0,6,11,11.0,11
67,Merging of Numerical Intervals in Entropy-Based Discretization,2,2,2,2018,https://openalex.org/W2901616274,2,4,4.0,4,13,9.5,10,25,16.5,17
68,Study on Three-Dimensional Temperature Field Induced by Laser Irradiation with Different Intensity Distribution,0,0,0,2019,https://openalex.org/W2963301356,3,4,3.0,3,14,9.666666666666666,11,40,17.0,19
69,Nano-artifact metrics based on random collapse of resist,1,4,25,2014,https://openalex.org/W3100082915,10,3,1.7,3,10,4.1,6,42,8.7,14
70,Backtracking techniques for the job shop scheduling constraint satisfaction problem,1,1,43,1995,https://openalex.org/W2025106960,3,3,2.0,2,10,5.333333333333333,6,25,12.0,16
71,Extension of Wiener’s Approach on Security on Aadhaar Card based ATM System,1,1,1,2016,https://openalex.org/W2564930905,1,2,2.0,2,5,5.0,5,9,9.0,9
72,Evaluation and Requirement of Librarians on LIS Education,0,0,9,2005,https://openalex.org/W327888105,5,4,2.8,4,18,6.4,12,46,11.0,21
73,Deep-Learning-Based Neural Network Training for State Estimation Enhancement: Application to Attitude Estimation,4,5,58,2020,https://openalex.org/W2915945464,6,4,2.0,4,12,4.166666666666667,8,30,11.166666666666666,18
74,Technology Acceptance Model for 3D Virtual Reality System in Luxury Brands Online Stores,2,2,44,2019,https://openalex.org/W2945353546,2,4,3.0,4,11,8.0,9,21,13.0,19
75,Robust Stabilization of a Class of Nonlinear Systems via Aperiodic Sensing and Actuation,2,3,5,2020,https://openalex.org/W3080073947,4,3,1.75,3,11,4.5,9,26,11.25,18
76,Coronavirus Social Engineering Attacks: Issues and Recommendations,1,1,19,2020,https://openalex.org/W3033891251,1,4,4.0,4,10,10.0,10,23,23.0,23
77,A Secured File Store in Cloud Environment Using Hierarchy Attribute-Based Encryption,1,0,0,2016,https://openalex.org/W2555096189,2,3,2.0,2,5,3.0,3,8,4.5,6
78,An Internet of Human (IoH) Framework for Improving Healthcare Business Models,0,0,0,2018,https://openalex.org/W2905594206,2,2,1.5,2,4,2.5,4,10,5.5,10
79,"Application of airborne magnetic survey and geoelectric methods for identification and characterization of mineralized gold zones in the Príncipe, TO",0,0,0,2019,https://openalex.org/W2988167180,3,1,1.0,1,1,1.0,1,1,1.0,1
80,Fifth International Workshop on Sharing and Reusing Architectural Knowledge (SHARK 2010),2,2,0,2010,https://openalex.org/W3021253982,3,4,3.0,3,11,7.333333333333333,8,32,18.333333333333332,20
81,Distributed Job Scheduling in Rings,1,4,2,1997,https://openalex.org/W1975716243,4,2,1.75,2,7,4.75,7,25,10.75,15
82,Graphs with unique maximum packing of closed neighborhoods,0,0,3,2020,https://openalex.org/W3008971715,2,4,3.0,4,9,6.0,9,14,8.5,13
83,Knaster-Tarski Revisited,1,1,1,1998,https://openalex.org/W2021539523,1,2,2.0,2,2,2.0,2,3,3.0,3
84,Using service grammar to diagnose BGP configuration errors,1,1,8,2004,https://openalex.org/W1983586250,2,3,2.5,3,6,4.0,5,19,12.5,13
85,Commercial realtime software needs different configuation management,1,1,2,1989,https://openalex.org/W4241888161,3,4,2.6666666666666665,4,14,6.333333333333333,8,38,16.0,21
86,APPLICATION OF SCHOOL LITERACY MOVEMENT PROGRAM (GLS) IN ELEMENTARY SCHOOL MATHEMATICS LEARNING,1,1,0,2019,https://openalex.org/W2968587185,1,2,2.0,2,3,3.0,3,3,3.0,3
87,OwlSight: Platform for Real-Time Detection and Visualization of Cyber Threats,1,0,9,2016,https://openalex.org/W2464815958,3,2,1.3333333333333333,2,3,1.6666666666666667,3,7,3.0,7
88,The selection of homograph meaning: Word association when context changes,1,4,16,2000,https://openalex.org/W2081553342,3,4,3.6666666666666665,4,11,7.333333333333333,9,32,13.333333333333334,18
89,PRODUCTION AND DETECTION OF SCHRDINGER CAT STATE AND ITS EFFECT ON THE EVOLUTION OF JAYNES-CUMMINGS MODEL,0,0,0,1996,https://openalex.org/W2370227283,1,4,4.0,4,10,10.0,10,15,15.0,15
90,Utilizing Shared Virtual Microscopy Slides to Create Innovative Anatomical Science Resources in an Integrated Curriculum,1,1,0,2017,https://openalex.org/W4389020276,1,4,4.0,4,5,5.0,5,19,19.0,19
91,Random Perturbations of Aeroelastic and Mechanical Systems,1,1,0,2016,https://openalex.org/W2397659837,4,2,1.75,2,8,5.0,7,21,9.25,16
92,Defining Opportunities for Collaboration Across Data Life Cycles,0,0,0,2017,https://openalex.org/W2612948833,3,4,3.3333333333333335,4,12,8.0,10,30,14.0,21
93,"Differential Privacy Preservation in Deep Learning: Challenges, Opportunities and Solutions",1,1,62,2019,https://openalex.org/W2942094298,3,3,2.6666666666666665,3,13,7.333333333333333,9,33,14.666666666666666,19
94,95.62 Numerical integration sn a spreadsheet,0,0,1,2011,https://openalex.org/W2418330385,1,1,1.0,1,3,3.0,3,5,5.0,5
95,The 7th World Computer Chess Championship,1,1,0,1992,https://openalex.org/W4230798914,1,3,3.0,3,9,9.0,9,15,15.0,15
96,A Study Of Corporate Entrepreneurship And Firm Performance In The Computer Industry During Two Technological Disruptions,1,1,1,2007,https://openalex.org/W2189324535,1,3,3.0,3,9,9.0,9,21,21.0,21
97,Analysis of Penetration Testing Tools,1,1,2,2017,https://openalex.org/W2766712003,2,4,2.5,4,5,3.0,5,17,9.0,17
98,Automatic seismic event recognition and later phase identification for broadband seismograms,1,1,61,1996,https://openalex.org/W2267872244,2,4,3.0,4,13,8.5,11,32,17.0,20
99,On nearly regular co-critical graphs,2,2,6,1996,https://openalex.org/W2053802369,1,4,4.0,4,11,11.0,11,19,19.0,19
0,Static Image Telepathology in Routine Surgical Pathology Diagnosis: A Report on the First Experience in the Arab World from Kuwait,1,1,4,1999,https://openalex.org/W2079119794,3,3,3.0,3,8,4.333333333333333,5,33,17.666666666666668,19
1,AN EXTENSION OF PENROSE’S INEQUALITY ON GENERALIZED INVERSES TO THE SCHATTEN p-CLASSES,1,2,0,2014,https://openalex.org/W2080093530,1,2,2.0,2,4,4.0,4,8,8.0,8
2,State Estimation of a Spinning Ball Using LWR(Locally Weighted Regression).,1,1,1,1998,https://openalex.org/W2314169503,5,4,2.4,4,16,5.6,9,48,15.4,23
3,Accurate affine image registration using radial basis neural networks,1,1,0,2008,https://openalex.org/W2956511705,2,4,3.5,4,10,6.5,9,18,10.0,16
4,The Essence of Parallel Algol,1,1,10,2002,https://openalex.org/W3182437156,1,3,3.0,3,6,6.0,6,13,13.0,13
5,Cloud Computing Awareness among Practitioners in Yemeni Universities: An Exploratory Study,2,2,1,2018,https://openalex.org/W4289362884,4,4,3.0,4,13,6.0,9,25,9.5,15
6,Stochastic differential equations as a tool to regularize the parameter estimation problem for continuous time dynamical systems given discrete time measurements,1,3,33,2014,https://openalex.org/W2105994101,3,4,4.0,4,12,7.333333333333333,8,35,15.0,19
7,"Some exact values for the diameter in Cayley graph Hl,p",1,3,0,2019,https://openalex.org/W2999291676,5,4,2.4,4,13,5.2,7,34,11.4,16
8,"Tunisia: First Review Under the Extended Fund Facility, Request for Waivers of NonObservance of Performance Criteria and Rephasing of Access-Press Release; Staff Report;and Statement by the Executive Director for Tunisia",0,0,0,2017,https://openalex.org/W4248844818,1,3,3.0,3,5,5.0,5,13,13.0,13
9,A Gaussian Process Surrogate Model Assisted Evolutionary Algorithm for Medium Scale Expensive Optimization Problems,3,3,391,2014,https://openalex.org/W2082228576,3,3,2.6666666666666665,3,10,7.0,10,33,16.0,20
10,Parity oblivious d-level random access codes and class of noncontextuality inequalities,3,3,34,2019,https://openalex.org/W2963576685,5,4,2.8,4,12,5.2,9,26,8.8,14
11,New bounds for irrationality measures of some fast converging series,0,0,3,2015,https://openalex.org/W2321079275,1,2,2.0,2,6,6.0,6,11,11.0,11
12,Generalized Analysis of a Distribution Separation Method,2,3,1,2016,https://openalex.org/W2340596253,6,4,3.5,4,18,6.833333333333333,10,55,14.833333333333334,19
13,Application of Fuzzy Sets to the Expert Estimation of Scrum-Based Projects,1,2,6,2019,https://openalex.org/W2968909059,2,4,3.0,3,9,6.0,8,18,10.5,16
14,"Standards for Major Internet Disruptors: Blockchain, Intents, and Related Paradigms",0,0,1,2018,https://openalex.org/W2899267843,5,3,1.6,3,6,2.4,5,11,3.8,8
15,Self-Development as a Factor in the Organization and Implementation of Research Activities of Future Foreign Language Teachers,0,0,0,2019,https://openalex.org/W2996974657,1,2,2.0,2,2,2.0,2,2,2.0,2
16,Fuzzy-Decision-based Segmentation Approach for Detecting Region of Interest,1,1,0,2015,https://openalex.org/W2401335595,2,4,2.5,4,6,4.0,6,16,9.0,16
17,Improved Achievability and Converse Bounds for Erdos-Renyi Graph Matching,1,1,49,2016,https://openalex.org/W2271033212,2,3,3.0,3,7,5.5,7,15,11.5,12
18,Vision-Based Framework to Estimate Robot Configuration and Kinematic Constraints,1,5,12,2018,https://openalex.org/W2885433527,5,4,3.0,4,10,5.0,6,28,11.2,15
19,Developing applications with a framework for the analysis of the learning process and collaborative tutoring,1,1,5,2003,https://openalex.org/W2114466541,3,4,3.0,4,14,7.333333333333333,9,32,14.666666666666666,18
20,Tetrahedrizing point sets in three dimensions†,1,1,65,1990,https://openalex.org/W1973759868,3,4,3.3333333333333335,4,11,6.333333333333333,9,28,15.0,19
21,Bounds on the dynamics of periodic quantum walks and emergence of the gapless and gapped Dirac equation,3,6,19,2018,https://openalex.org/W2784527450,4,3,1.75,2,11,5.75,8,23,10.0,14
22,Survey of Cloud-Based Content Sharing Research: Taxonomy of System Models and Case Examples,1,1,7,2017,https://openalex.org/W2533072888,1,3,3.0,3,8,8.0,8,16,16.0,16
